id,Gender,Age,Class,Flight Distance,Food and drink,On-board service,Checkin service,Cleanliness,satisfaction
98446,Male,36,Eco,814,5,4,1,5,neutral or dissatisfied
121273,Female,48,Business,2075,3,4,3,4,satisfied
59385,Female,10,Eco,2338,5,3,5,5,neutral or dissatisfied
27078,Male,24,Eco,834,5,1,3,5,satisfied
104661,Male,52,Business,1778,2,3,5,5,satisfied
111483,Male,43,Eco,1052,4,3,3,4,
11558,Female,21,Business,657,5,5,5,5,satisfied
83673,Female,24,Eco,577,2,2,4,2,neutral or dissatisfied
120382,Male,40,Business,449,3,5,4,3,satisfied
82170,Female,8,Eco,237,2,5,3,2,neutral or dissatisfied
117397,Female,40,Business,544,4,4,4,5,satisfied
59357,Male,41,Business,2556,4,5,4,4,satisfied
91983,Female,67,Eco Plus,2475,3,5,4,4,neutral or dissatisfied
119617,Male,40,Business,3034,4,4,4,4,satisfied
90639,Female,51,Business,366,3,4,5,4,satisfied
59638,Female,59,Business,956,5,2,4,1,neutral or dissatisfied
119074,Male,29,Business,2218,3,4,4,3,satisfied
13395,Male,70,Eco,456,4,1,4,4,satisfied
108871,Male,12,Eco Plus,1892,5,2,1,5,neutral or dissatisfied
104029,Male,26,Business,1262,4,4,5,4,satisfied
12025,Male,41,Business,3423,4,5,4,1,satisfied
42755,Male,60,Business,493,2,3,3,3,satisfied
32936,Male,39,Eco,163,1,4,3,1,neutral or dissatisfied
53978,Female,68,Eco,1117,3,5,2,4,neutral or dissatisfied
70029,Male,32,Business,2187,3,4,4,3,satisfied
96407,Male,18,Eco,1342,3,4,5,3,neutral or dissatisfied
127129,Male,15,Eco,304,2,3,5,2,neutral or dissatisfied
113946,Female,43,Business,1750,5,4,4,5,satisfied
40606,Male,49,Eco,216,3,4,4,3,neutral or dissatisfied
7742,Male,25,Eco,489,3,4,2,3,neutral or dissatisfied
128529,Female,50,Eco,370,1,4,1,3,neutral or dissatisfied
80556,Female,39,Business,1747,4,4,4,4,satisfied
22155,Female,33,Business,773,4,3,4,4,satisfied
56314,Male,17,Business,200,2,4,4,2,neutral or dissatisfied
82206,Male,41,Business,405,3,1,3,4,satisfied
68344,Male,31,Business,1598,4,3,5,4,satisfied
18464,Female,39,Business,201,1,2,3,1,satisfied
129310,Male,64,Business,2475,2,5,3,3,satisfied
70613,Male,52,Business,3935,3,4,3,3,satisfied
8558,Female,30,Business,2657,1,3,3,1,neutral or dissatisfied
86840,Female,42,Eco,292,5,5,2,5,satisfied
122170,Female,48,Business,544,4,4,3,5,satisfied
24839,Male,29,Eco,861,4,4,2,4,neutral or dissatisfied
87935,Female,23,Eco,271,3,4,5,3,satisfied
10735,Male,74,Eco,134,2,4,2,2,neutral or dissatisfied
118083,Male,60,Business,1276,5,3,2,2,neutral or dissatisfied
15189,Female,46,Business,3185,5,2,1,1,neutral or dissatisfied
116832,Male,55,Business,451,4,4,3,3,satisfied
99415,Male,41,Business,1981,4,5,4,4,satisfied
111821,Male,59,Business,1605,2,2,3,4,neutral or dissatisfied
60089,Male,57,Business,1005,5,5,5,5,satisfied
51644,Female,36,Eco,455,3,4,4,3,neutral or dissatisfied
129771,Male,16,Eco,308,1,4,5,1,neutral or dissatisfied
5412,Female,54,Business,812,4,4,3,5,satisfied
98444,Female,38,Eco,414,3,1,1,3,neutral or dissatisfied
39113,Male,36,Eco,190,3,1,2,3,satisfied
36518,Female,25,Business,1197,5,2,1,5,satisfied
119576,Female,55,Eco Plus,814,2,3,2,1,neutral or dissatisfied
57227,Female,40,Eco,1514,1,2,5,1,neutral or dissatisfied
107365,Female,21,Eco,632,2,4,4,2,neutral or dissatisfied
233,Female,38,Business,213,1,2,1,1,neutral or dissatisfied
70295,Female,10,Eco,852,4,4,4,4,neutral or dissatisfied
110124,Female,60,Business,1056,4,2,4,4,satisfied
46382,Female,45,Eco,1013,4,1,4,4,neutral or dissatisfied
121254,Male,54,Eco,575,2,3,4,2,neutral or dissatisfied
92891,Male,51,Business,3236,5,3,3,4,satisfied
57816,Male,44,Business,2764,3,2,4,3,satisfied
36109,Female,46,Eco Plus,399,4,4,4,3,neutral or dissatisfied
1770,Male,20,Business,408,3,3,3,3,satisfied
70400,Female,44,Business,1162,4,4,2,2,satisfied
75299,Male,36,Eco Plus,1744,1,3,4,1,neutral or dissatisfied
121885,Female,13,Eco,366,5,4,3,5,neutral or dissatisfied
93772,Male,38,Eco Plus,368,2,1,4,2,neutral or dissatisfied
15078,Female,33,Business,239,5,4,4,1,satisfied
17597,Male,63,Eco,695,2,1,1,2,neutral or dissatisfied
4927,Female,60,Business,1020,3,5,4,5,satisfied
32994,Female,62,Eco,163,2,3,1,2,neutral or dissatisfied
8213,,50,Eco,125,2,3,1,4,neutral or dissatisfied
53073,Female,24,Eco Plus,1208,4,2,1,4,satisfied
19789,Female,15,Eco,667,5,4,3,5,neutral or dissatisfied
84270,Male,34,Business,334,1,3,4,2,neutral or dissatisfied
74151,Female,36,Business,2046,2,4,1,2,neutral or dissatisfied
117893,Female,50,Business,1566,5,4,3,3,satisfied
15249,Male,19,Eco,445,2,1,1,2,satisfied
114937,Male,52,Business,2590,5,4,5,5,satisfied
85861,Male,50,Business,2136,2,5,5,3,satisfied
17158,Female,26,Eco,643,1,4,4,1,neutral or dissatisfied
128028,Female,49,Business,1440,5,5,3,5,neutral or dissatisfied
3109,Male,54,Eco Plus,594,4,5,4,4,neutral or dissatisfied
6332,Male,27,Business,296,2,4,4,2,satisfied
129473,Male,60,Business,2611,4,4,4,4,satisfied
70511,Male,10,Eco,867,4,4,3,4,neutral or dissatisfied
8529,Female,15,Eco,862,4,4,5,4,neutral or dissatisfied
44101,Female,20,Eco,257,3,4,2,3,neutral or dissatisfied
20031,Male,52,Business,2398,2,4,5,5,satisfied
2103,Male,60,Eco,812,2,4,3,2,neutral or dissatisfied
33484,Male,44,Business,2496,2,4,5,3,satisfied
41094,Female,50,Eco,140,5,5,4,4,satisfied
76419,Male,40,Business,3142,4,2,4,4,satisfied
107120,Female,23,Eco,842,1,5,4,1,neutral or dissatisfied
109543,Female,30,Eco,861,4,3,4,4,neutral or dissatisfied
86687,Male,51,Business,1747,1,5,1,3,neutral or dissatisfied
106144,Female,58,Eco,302,5,2,4,3,neutral or dissatisfied
126649,Male,46,Eco,602,2,4,5,2,satisfied
5451,Male,52,Business,265,3,3,4,3,neutral or dissatisfied
99445,Male,20,Business,283,5,4,5,5,satisfied
44102,Male,46,Business,473,4,5,5,3,satisfied
81994,Male,46,Eco,1253,2,1,1,2,neutral or dissatisfied
54677,Female,46,Business,2758,2,4,3,5,satisfied
32338,Male,56,Business,3344,3,2,4,5,satisfied
56855,Male,54,Business,2565,2,5,5,5,neutral or dissatisfied
5993,Female,55,Business,3494,3,3,5,5,satisfied
100442,Female,27,Business,780,4,1,3,4,neutral or dissatisfied
74164,Male,52,Eco,721,5,3,5,5,neutral or dissatisfied
59220,Male,18,Eco,1440,5,3,5,5,neutral or dissatisfied
47033,Female,48,Business,2624,2,4,2,1,satisfied
51724,Male,66,Eco,493,5,5,4,5,neutral or dissatisfied
107246,Male,42,Business,307,4,5,3,3,satisfied
102045,Male,43,Business,2864,5,1,2,1,neutral or dissatisfied
80996,Male,36,Business,2614,5,1,1,2,neutral or dissatisfied
55696,Male,50,Business,2633,4,3,5,4,satisfied
4705,Female,45,Eco,489,1,3,4,2,neutral or dissatisfied
124533,Female,45,Business,3139,1,2,1,2,neutral or dissatisfied
89236,Female,56,Business,2139,5,5,3,4,satisfied
27404,Male,42,Eco,671,,4,5,4,satisfied
66299,Female,58,Business,1578,4,4,5,4,satisfied
90250,Male,9,Eco,1121,1,3,5,1,neutral or dissatisfied
69604,Male,60,Eco,2475,1,5,5,5,neutral or dissatisfied
62231,Female,52,Eco,2454,4,4,2,4,neutral or dissatisfied
127414,Male,50,Eco,872,3,4,3,3,neutral or dissatisfied
83287,Male,12,Eco,1979,1,3,5,1,neutral or dissatisfied
62159,Female,50,Eco,2425,5,2,1,2,neutral or dissatisfied
89936,Male,59,Eco,1306,5,4,5,5,neutral or dissatisfied
92960,Female,21,Business,1694,2,5,4,2,satisfied
96429,Male,58,Business,302,3,3,4,5,neutral or dissatisfied
20254,Male,51,Business,2048,5,3,2,1,neutral or dissatisfied
80034,Male,21,Eco,950,4,1,3,4,neutral or dissatisfied
120984,Male,44,Business,861,3,4,4,4,neutral or dissatisfied
58651,Female,23,Eco,467,2,1,4,2,neutral or dissatisfied
45129,Female,39,Business,174,5,1,2,5,neutral or dissatisfied
64820,Female,30,Business,3218,2,1,4,2,neutral or dissatisfied
22529,Female,26,Eco Plus,143,4,1,3,4,satisfied
117917,Female,24,Eco,255,1,5,5,1,satisfied
9639,Male,66,Business,284,5,2,4,3,neutral or dissatisfied
91209,Female,44,Eco,404,2,3,5,1,neutral or dissatisfied
61396,Female,38,Eco,279,5,3,4,5,satisfied
12717,Female,38,Business,1884,5,4,4,5,satisfied
82915,Male,24,Eco,594,2,3,1,2,neutral or dissatisfied
120263,Female,42,Eco,237,1,3,2,1,neutral or dissatisfied
108065,Male,58,Business,849,5,4,4,4,satisfied
122726,Female,55,Business,3136,5,4,4,3,satisfied
24852,Male,71,Eco Plus,991,1,2,4,1,neutral or dissatisfied
117853,Female,47,Business,2133,2,4,5,5,satisfied
81119,Male,52,Business,3925,4,3,2,4,satisfied
16367,Male,18,Eco,,3,3,3,3,neutral or dissatisfied
44186,Male,33,Eco,157,5,2,2,5,satisfied
113137,Male,35,Eco Plus,543,3,2,4,3,neutral or dissatisfied
108721,Male,29,Business,2778,4,4,4,4,satisfied
93342,Male,57,Business,3882,4,4,3,3,satisfied
75321,Female,46,Business,2556,5,5,5,5,satisfied
49436,Female,39,Business,209,2,4,1,1,satisfied
65748,Female,62,Eco,936,1,3,4,3,satisfied
102057,Female,59,Business,236,2,2,2,4,neutral or dissatisfied
39468,Male,67,Eco Plus,129,2,3,2,2,neutral or dissatisfied
28492,Female,20,Eco,2846,2,3,3,3,neutral or dissatisfied
64793,Female,24,Eco,247,5,5,5,5,satisfied
18513,Female,55,Business,2187,4,3,5,5,satisfied
8799,Female,22,Eco,522,4,5,5,4,satisfied
92140,Male,9,Eco,1576,1,3,4,1,neutral or dissatisfied
93211,Female,56,Eco,1756,3,5,2,2,neutral or dissatisfied
66112,Male,47,Business,583,5,3,2,1,neutral or dissatisfied
108771,Male,44,Business,3548,5,4,5,4,satisfied
35164,Female,17,Eco,944,5,3,1,5,satisfied
48375,Female,44,Eco,522,5,3,3,4,neutral or dissatisfied
46358,Female,25,Eco,1013,5,5,5,5,neutral or dissatisfied
128508,Male,63,Eco,304,5,4,5,5,neutral or dissatisfied
98704,Female,49,Business,2234,4,2,3,3,satisfied
18274,Male,64,Eco Plus,179,5,3,5,5,satisfied
20972,Female,33,Eco,689,2,3,3,2,neutral or dissatisfied
79500,Female,22,Business,2317,4,5,3,4,satisfied
93098,Male,72,Business,2162,3,3,3,3,neutral or dissatisfied
36733,Female,45,Business,1754,5,3,4,5,satisfied
45812,Male,38,Eco,391,5,3,1,5,neutral or dissatisfied
65598,Female,54,Business,175,5,4,3,5,neutral or dissatisfied
61803,Male,54,Eco,1379,1,4,5,1,neutral or dissatisfied
36818,Male,33,Eco Plus,2300,2,1,3,2,neutral or dissatisfied
32419,Female,51,Eco,201,4,1,2,2,neutral or dissatisfied
57621,Female,74,Business,200,5,4,3,5,satisfied
7577,Female,59,Business,594,5,4,3,5,satisfied
40216,Female,21,Business,358,3,3,2,3,neutral or dissatisfied
89656,Female,32,Eco,950,3,2,2,3,neutral or dissatisfied
77601,Female,47,Business,1561,3,4,4,4,satisfied
13121,Female,45,Business,427,1,2,4,1,neutral or dissatisfied
15903,Female,36,Business,1663,4,3,3,3,satisfied
24590,Male,25,Eco,526,2,1,5,2,neutral or dissatisfied
39616,Male,48,Eco,965,2,1,1,2,neutral or dissatisfied
31853,Male,34,Eco,2677,5,1,2,5,satisfied
62199,Female,8,Eco,2454,1,1,1,1,neutral or dissatisfied
70191,Male,60,Business,2159,3,5,5,5,satisfied
108648,Male,9,Eco,762,4,2,5,4,neutral or dissatisfied
30969,Female,41,Eco Plus,1024,3,4,2,4,satisfied
77620,Female,24,Business,2748,3,3,1,3,neutral or dissatisfied
83491,Female,47,Business,946,3,4,3,5,satisfied
128941,Male,43,Business,3489,4,5,3,3,satisfied
22663,Male,49,Business,589,4,4,5,3,satisfied
78836,Female,41,Eco,554,2,3,4,2,neutral or dissatisfied
85042,Female,24,Business,731,1,3,3,1,satisfied
36786,Male,80,Eco,1111,3,1,3,3,satisfied
43842,Male,27,Eco,174,4,1,2,4,neutral or dissatisfied
120292,Female,34,Eco,1576,5,4,5,5,neutral or dissatisfied
70616,Male,13,Eco,1217,2,3,3,2,neutral or dissatisfied
108944,Male,29,Eco Plus,1066,4,4,4,4,neutral or dissatisfied
109590,Female,55,Business,1827,3,5,3,5,satisfied
29471,Female,42,,1216,4,1,3,4,neutral or dissatisfied
10953,Female,27,Eco,191,4,1,3,4,neutral or dissatisfied
87170,Male,45,Business,2920,4,4,4,4,satisfied
40114,Male,24,Eco,368,4,4,3,4,satisfied
60959,Male,41,Business,1981,5,1,4,1,neutral or dissatisfied
286,Female,41,Business,802,2,5,4,4,satisfied
99504,Male,38,Eco,307,4,4,5,4,neutral or dissatisfied
118938,Male,67,Business,1618,3,3,3,2,neutral or dissatisfied
28296,Male,37,Business,2061,2,4,1,3,satisfied
101005,Male,49,Business,2635,3,4,5,5,satisfied
51263,Male,50,Eco Plus,89,5,3,2,5,satisfied
1507,Male,51,Business,587,2,4,5,3,satisfied
72911,Male,51,Business,1897,5,5,4,5,satisfied
83439,Male,22,Eco,632,4,3,4,4,neutral or dissatisfied
39694,Male,34,Eco,1463,3,4,5,3,neutral or dissatisfied
98976,Male,68,Eco,569,3,5,3,3,neutral or dissatisfied
28365,Male,57,Eco,763,5,2,5,5,satisfied
54710,Male,52,Business,454,3,4,4,1,satisfied
65308,Male,40,Business,631,4,3,1,1,neutral or dissatisfied
52434,Female,64,Eco,455,3,4,4,5,neutral or dissatisfied
36689,Female,65,Eco,1121,5,4,3,3,neutral or dissatisfied
12776,Male,50,Eco Plus,721,5,2,4,5,neutral or dissatisfied
94201,Female,20,Business,239,1,4,5,1,satisfied
81388,Female,28,Eco,874,2,4,4,2,neutral or dissatisfied
116463,Male,15,Eco,447,2,5,5,2,neutral or dissatisfied
66179,Male,21,Business,550,4,5,5,4,satisfied
88102,Female,26,Business,1947,5,4,5,5,satisfied
26949,Female,17,Eco,2402,1,1,1,1,satisfied
124725,Female,64,Eco,399,3,1,3,1,satisfied
115731,Female,44,Eco,446,5,3,3,1,neutral or dissatisfied
99559,Female,47,Business,829,3,5,4,4,satisfied
1307,Male,53,Business,2935,3,5,3,3,satisfied
79670,Male,58,Eco,760,1,2,4,1,neutral or dissatisfied
114149,Male,48,Business,1975,5,3,2,2,neutral or dissatisfied
13103,Female,44,Business,3529,1,4,1,5,satisfied
59222,Male,60,Business,1440,4,4,4,3,satisfied
94357,Male,51,Business,3490,2,5,4,4,satisfied
97449,Male,49,Business,756,3,4,3,5,satisfied
125235,Female,14,Eco,1149,2,2,1,2,neutral or dissatisfied
113769,Female,19,Eco,236,4,4,3,4,neutral or dissatisfied
36549,Female,24,Eco,1249,2,5,4,2,neutral or dissatisfied
108169,Female,50,Eco,1166,2,4,2,1,neutral or dissatisfied
94873,Male,39,Eco,189,3,2,3,3,neutral or dissatisfied
123289,Male,21,Eco,650,2,4,,2,satisfied
20734,Female,30,Eco Plus,765,2,2,3,2,neutral or dissatisfied
33889,Male,7,Eco Plus,1105,2,4,2,2,neutral or dissatisfied
74146,Male,40,Eco,592,1,4,4,1,neutral or dissatisfied
55240,Male,50,Business,609,1,1,4,4,neutral or dissatisfied
23104,Female,28,Business,223,4,1,2,4,satisfied
42011,Male,49,Business,3283,5,5,5,4,satisfied
115119,Male,58,Business,372,2,4,4,5,satisfied
101659,Male,23,Business,1059,3,4,5,3,satisfied
93261,Male,48,Business,2923,5,4,5,4,satisfied
106610,Female,23,Eco,589,2,5,4,2,neutral or dissatisfied
91460,Male,56,Business,859,2,5,3,4,satisfied
44817,Female,33,Eco Plus,802,4,4,2,4,neutral or dissatisfied
115610,Male,39,Business,371,2,3,2,1,neutral or dissatisfied
60041,Female,25,Business,997,4,4,4,4,satisfied
92898,Female,42,Business,134,3,4,4,5,satisfied
31018,Female,56,Eco,391,1,4,3,1,neutral or dissatisfied
81392,Female,20,Eco,748,5,5,3,5,satisfied
111950,Male,29,Business,3484,5,5,3,5,satisfied
80663,Female,17,Business,821,1,3,4,1,neutral or dissatisfied
107035,Female,40,Business,480,4,4,5,5,satisfied
121308,Female,18,Eco,1009,4,5,4,4,neutral or dissatisfied
123342,Female,23,Eco Plus,328,3,2,2,3,neutral or dissatisfied
32903,Female,29,Eco,101,3,1,4,3,neutral or dissatisfied
17667,Female,19,Eco Plus,1008,1,1,2,1,satisfied
6464,Female,44,Eco Plus,296,5,2,2,2,neutral or dissatisfied
101707,Female,18,Business,1624,4,3,3,4,satisfied
7978,Female,49,Business,3616,2,4,4,4,satisfied
110803,Male,33,Eco,1105,4,4,4,4,neutral or dissatisfied
95617,Female,55,Eco,484,2,4,3,3,satisfied
60591,Female,27,Eco,1558,1,4,5,1,neutral or dissatisfied
54418,Female,42,Business,3632,2,5,5,2,satisfied
124866,Male,18,Eco Plus,280,3,4,1,3,neutral or dissatisfied
51574,Female,20,Eco,451,4,4,2,4,satisfied
114082,Female,80,Business,2422,4,4,4,4,satisfied
35331,Female,62,Eco,1076,3,1,3,3,neutral or dissatisfied
70468,Male,59,Business,2980,3,4,4,3,satisfied
119099,Male,47,Business,1107,5,4,5,3,satisfied
110397,Male,27,Eco,925,5,4,1,5,neutral or dissatisfied
108193,Male,55,Business,1624,4,5,5,3,satisfied
29278,Male,54,Business,3995,2,3,1,4,neutral or dissatisfied
98147,Female,52,Business,562,5,5,3,3,satisfied
97689,Female,27,Eco Plus,491,1,4,3,1,neutral or dissatisfied
20805,Male,50,Eco,534,5,1,1,5,neutral or dissatisfied
30441,Male,58,Business,3783,4,3,4,5,satisfied
62128,Female,25,Business,2454,5,4,5,5,satisfied
50959,Male,70,Eco,373,1,1,2,1,neutral or dissatisfied
3920,Male,9,Eco,213,5,4,3,5,neutral or dissatisfied
22989,Female,62,Eco,817,4,2,2,3,satisfied
111036,Male,72,Eco,319,4,4,3,4,neutral or dissatisfied
34805,Male,13,Eco,301,4,1,2,4,neutral or dissatisfied
68068,Female,23,Business,813,5,3,4,5,satisfied
117139,Male,29,Eco,370,1,4,3,1,neutral or dissatisfied
118651,Female,46,Eco,368,3,2,3,4,neutral or dissatisfied
16985,Male,40,Eco,610,4,2,3,4,satisfied
85072,Male,23,Business,3801,5,4,5,5,satisfied
15670,Male,45,Eco,617,4,5,3,4,satisfied
68137,Male,54,Eco Plus,813,1,1,2,1,neutral or dissatisfied
123164,Female,54,Business,468,2,3,2,5,satisfied
36845,Male,35,Eco,369,5,3,3,5,satisfied
17451,Male,60,Eco Plus,351,5,3,1,5,satisfied
45594,Female,62,Eco,313,3,5,2,3,neutral or dissatisfied
123709,Female,59,Eco,214,3,1,2,1,neutral or dissatisfied
118741,Male,54,Eco,304,3,4,4,3,neutral or dissatisfied
46265,Male,28,Eco,594,4,3,1,4,neutral or dissatisfied
103439,Female,56,Business,393,5,3,1,3,
117757,Male,21,Business,1670,3,1,2,3,neutral or dissatisfied
23043,Female,44,Eco,833,2,5,5,5,satisfied
45009,Female,27,Eco,118,5,1,4,5,neutral or dissatisfied
10869,Male,37,Eco,316,2,3,2,2,neutral or dissatisfied
113642,Male,34,Eco,223,3,4,4,3,neutral or dissatisfied
36913,Female,19,Eco,740,3,5,4,3,neutral or dissatisfied
9209,Female,65,Business,100,2,2,2,4,neutral or dissatisfied
110354,Female,60,Business,3207,2,5,4,5,satisfied
102344,Female,54,Business,236,4,2,1,3,neutral or dissatisfied
66245,Female,10,Eco,550,4,3,3,4,neutral or dissatisfied
2852,Female,54,Business,491,5,4,3,1,neutral or dissatisfied
125304,Female,17,Business,3892,2,1,2,2,neutral or dissatisfied
94889,Female,51,Eco,562,5,5,5,1,satisfied
119911,Female,50,Business,1009,3,5,3,3,satisfied
129586,Male,58,Business,2068,3,2,4,4,neutral or dissatisfied
58194,Female,30,Business,3923,3,1,2,3,neutral or dissatisfied
78323,Male,56,Business,1547,3,2,4,5,satisfied
51948,Male,30,Business,347,4,4,1,4,neutral or dissatisfied
50288,Female,47,Eco,199,3,3,1,4,neutral or dissatisfied
9685,Male,22,Eco,212,5,4,4,5,neutral or dissatisfied
90835,Male,48,Business,223,5,4,3,5,neutral or dissatisfied
29806,Female,27,Eco,539,5,2,1,5,neutral or dissatisfied
127821,Male,60,Eco,1262,5,3,4,5,neutral or dissatisfied
100724,Female,40,Business,3984,5,5,5,3,satisfied
104066,Male,30,Eco Plus,1044,4,2,1,4,neutral or dissatisfied
45221,Male,24,Business,3090,3,1,5,3,neutral or dissatisfied
96106,Male,66,Eco,1235,4,5,4,4,satisfied
5168,Female,56,Business,383,2,3,3,1,neutral or dissatisfied
85301,Female,70,Eco,874,1,2,3,4,neutral or dissatisfied
27576,Male,55,Eco,697,2,5,4,2,neutral or dissatisfied
10806,Female,17,Business,312,1,4,4,1,neutral or dissatisfied
82950,Male,46,Business,1084,3,2,1,4,neutral or dissatisfied
68820,Male,24,Business,861,2,4,4,2,satisfied
41932,Female,59,Eco,129,3,2,3,4,neutral or dissatisfied
94120,Male,18,Business,189,3,2,2,3,neutral or dissatisfied
19301,Female,55,Eco,299,3,4,3,3,neutral or dissatisfied
17606,Male,46,Eco,196,5,1,3,5,satisfied
17961,Male,26,Eco,460,5,4,5,5,satisfied
28871,Female,22,Eco,605,4,2,1,4,satisfied
56733,Male,62,Eco,937,5,3,4,5,neutral or dissatisfied
59118,Male,20,Eco,1846,4,3,2,4,neutral or dissatisfied
90580,Male,28,Business,404,4,3,5,4,satisfied
104013,Female,57,Eco,1334,2,3,5,4,neutral or dissatisfied
58434,Female,9,Eco,473,1,1,5,1,neutral or dissatisfied
62768,Female,29,Business,2486,2,3,2,2,neutral or dissatisfied
37157,Male,54,Business,1797,5,4,2,4,satisfied
43179,Female,48,Eco,282,1,4,3,4,satisfied
104829,Female,47,Business,472,3,5,3,3,satisfied
53842,Female,40,Eco,191,4,1,3,4,satisfied
16606,Female,28,Eco,1008,1,5,4,1,neutral or dissatisfied
126600,Male,27,Business,1337,5,5,5,5,satisfied
74144,Male,59,Business,592,2,4,5,3,satisfied
8920,Male,28,Eco,661,3,1,3,3,neutral or dissatisfied
106271,Female,41,Business,604,4,4,3,5,satisfied
125172,Male,51,Eco,1089,2,5,5,2,neutral or dissatisfied
62313,Male,55,Business,3660,3,3,3,4,neutral or dissatisfied
46105,Male,29,Business,1623,5,4,4,5,satisfied
77477,Female,35,Business,2125,2,4,4,2,neutral or dissatisfied
59887,Male,39,Business,1023,3,5,5,5,satisfied
10298,Female,49,Business,316,4,3,3,4,neutral or dissatisfied
122646,Male,53,Business,3648,3,2,4,2,neutral or dissatisfied
119398,Male,54,Business,2436,5,5,3,4,satisfied
8223,Female,44,Eco,,3,2,4,4,satisfied
514,Male,41,Business,134,2,3,4,4,satisfied
103577,Female,35,Eco,689,1,4,3,1,neutral or dissatisfied
80697,Male,49,Business,3732,3,4,3,4,satisfied
129555,Male,65,Eco,2342,2,2,5,2,neutral or dissatisfied
53107,Female,39,Business,2065,5,2,2,1,neutral or dissatisfied
75395,Male,17,Business,2342,5,5,4,5,satisfied
19580,Male,37,Eco,173,3,4,1,3,neutral or dissatisfied
77032,Male,34,Eco,368,1,2,5,1,neutral or dissatisfied
42198,Female,49,Eco,748,2,4,4,5,satisfied
6985,Female,54,Business,1903,2,5,5,4,satisfied
